account_id,type,amount,recipient_account,description,date
100120,TRANSFER,681.98,100033,Remboursement ami - 681.98 EUR,2024-09-13 12:30:43
100070,DEPOSIT,901.62,,Dépôt salaire - 901.62 EUR,2024-09-13 15:12:10
100103,TRANSFER,820.25,100128,Partage dépense - 820.25 EUR,2024-09-13 17:34:19
100185,DEPOSIT,782.79,,Remboursement - 782.79 EUR,2024-09-13 19:38:12
100077,TRANSFER,258.71,100179,Paiement event - 258.71 EUR,2024-09-13 21:11:34
100140,WITHDRAW,922.88,,Facture service - 922.88 EUR,2024-09-14 01:29:08
100017,TRANSFER,84.99,100012,Virement loyer - 84.99 EUR,2024-09-14 03:58:37
100124,DEPOSIT,659.13,,Remboursement - 659.13 EUR,2024-09-14 04:54:57
100088,WITHDRAW,454.25,,Prélèvement - 454.25 EUR,2024-09-14 10:13:27
100101,DEPOSIT,480.44,,Dépôt salaire - 480.44 EUR,2024-09-14 14:15:29
100157,WITHDRAW,111.36,,Facture service - 111.36 EUR,2024-09-14 15:50:38
100045,TRANSFER,172.61,100004,Remboursement ami - 172.61 EUR,2024-09-14 19:37:14
100155,DEPOSIT,767.84,,Virement client - 767.84 EUR,2024-09-14 20:36:06
100046,WITHDRAW,134.74,,Prélèvement - 134.74 EUR,2024-09-14 20:36:22
100067,DEPOSIT,131.74,,Virement client - 131.74 EUR,2024-09-14 23:38:13
100145,TRANSFER,59.8,100155,Paiement event - 59.8 EUR,2024-09-14 23:58:08
100122,DEPOSIT,697.83,,Dépôt salaire - 697.83 EUR,2024-09-15 01:09:06
100129,TRANSFER,804.26,100199,Partage dépense - 804.26 EUR,2024-09-15 01:31:56
100110,DEPOSIT,454.44,,Bonus performance - 454.44 EUR,2024-09-15 02:10:11
100081,DEPOSIT,21.89,,Versement - 21.89 EUR,2024-09-15 04:58:28
100018,TRANSFER,517.43,100187,Paiement event - 517.43 EUR,2024-09-15 11:05:34
100159,WITHDRAW,404.84,,Achat en ligne - 404.84 EUR,2024-09-15 11:29:23
100023,TRANSFER,952.13,100053,Paiement event - 952.13 EUR,2024-09-15 16:48:47
100142,DEPOSIT,615.14,,Versement - 615.14 EUR,2024-09-15 17:44:17
100007,WITHDRAW,263.35,,Facture service - 263.35 EUR,2024-09-15 19:36:13
100100,TRANSFER,157.64,100101,Paiement colocation - 157.64 EUR,2024-09-15 21:43:16
100061,TRANSFER,834.13,100120,Paiement colocation - 834.13 EUR,2024-09-15 22:00:15
100040,DEPOSIT,321.82,,Virement client - 321.82 EUR,2024-09-15 23:13:26
100155,WITHDRAW,140.29,,Retrait DAB - 140.29 EUR,2024-09-16 01:52:58
100013,DEPOSIT,240.09,,Bonus performance - 240.09 EUR,2024-09-16 05:39:47
100135,TRANSFER,452.15,100193,Virement loyer - 452.15 EUR,2024-09-16 06:42:05
100172,WITHDRAW,401.76,,Abonnement mensuel - 401.76 EUR,2024-09-16 07:12:35
100051,DEPOSIT,501.88,,Prime projet - 501.88 EUR,2024-09-16 09:13:35
100114,DEPOSIT,111.88,,Paiement freelance - 111.88 EUR,2024-09-16 09:15:51
100072,DEPOSIT,946.59,,Prime projet - 946.59 EUR,2024-09-16 10:19:26
100149,WITHDRAW,808.99,,Retrait DAB - 808.99 EUR,2024-09-16 14:41:41
100042,DEPOSIT,984.17,,Versement - 984.17 EUR,2024-09-16 16:54:32
100194,DEPOSIT,111.79,,Remboursement - 111.79 EUR,2024-09-17 09:03:11
100161,TRANSFER,648.65,100199,Cotisation club - 648.65 EUR,2024-09-17 11:14:30
100006,DEPOSIT,128.76,,Versement - 128.76 EUR,2024-09-17 11:46:09
100177,DEPOSIT,428.68,,Dépôt salaire - 428.68 EUR,2024-09-17 16:49:05
100089,TRANSFER,981.74,100069,Cotisation club - 981.74 EUR,2024-09-17 20:36:36
100079,WITHDRAW,70.46,,Retrait DAB - 70.46 EUR,2024-09-17 21:02:25
100183,DEPOSIT,60.62,,Prime projet - 60.62 EUR,2024-09-17 22:44:43
100171,TRANSFER,626.45,100139,Paiement colocation - 626.45 EUR,2024-09-18 02:00:53
100011,DEPOSIT,360.81,,Versement - 360.81 EUR,2024-09-18 02:11:30
100030,DEPOSIT,718.33,,Versement - 718.33 EUR,2024-09-18 02:16:45
100006,WITHDRAW,555.34,,Achat en ligne - 555.34 EUR,2024-09-18 05:58:19
100090,WITHDRAW,949.08,,Abonnement mensuel - 949.08 EUR,2024-09-18 08:01:24
100150,WITHDRAW,514.42,,Prélèvement - 514.42 EUR,2024-09-18 11:55:12
100146,WITHDRAW,936.44,,Achat en ligne - 936.44 EUR,2024-09-18 13:45:50
100129,TRANSFER,512.27,100038,Paiement event - 512.27 EUR,2024-09-18 14:55:58
100150,WITHDRAW,720.01,,Retrait DAB - 720.01 EUR,2024-09-18 16:11:54
100009,DEPOSIT,826.24,,Bonus performance - 826.24 EUR,2024-09-18 19:24:57
100096,WITHDRAW,311.4,,Retrait DAB - 311.4 EUR,2024-09-18 19:47:26
100072,DEPOSIT,779.15,,Paiement freelance - 779.15 EUR,2024-09-18 20:42:34
100161,DEPOSIT,868.19,,Prime projet - 868.19 EUR,2024-09-19 00:35:04
100096,WITHDRAW,880.29,,Retrait DAB - 880.29 EUR,2024-09-19 06:00:25
100035,DEPOSIT,820.73,,Paiement freelance - 820.73 EUR,2024-09-19 06:21:42
100196,DEPOSIT,437.85,,Versement - 437.85 EUR,2024-09-19 07:41:43
100186,TRANSFER,470.05,100080,Virement loyer - 470.05 EUR,2024-09-19 15:07:09
100025,DEPOSIT,984.16,,Virement client - 984.16 EUR,2024-09-19 17:15:57
100163,TRANSFER,361.45,100166,Paiement colocation - 361.45 EUR,2024-09-19 17:21:40
100120,WITHDRAW,816.3,,Paiement CB - 816.3 EUR,2024-09-19 18:05:30
100043,TRANSFER,666.78,100048,Virement loyer - 666.78 EUR,2024-09-19 20:42:39
100131,TRANSFER,24.67,100200,Paiement colocation - 24.67 EUR,2024-09-19 21:58:22
100162,TRANSFER,156.22,100154,Virement loyer - 156.22 EUR,2024-09-19 23:59:20
100136,WITHDRAW,517.63,,Abonnement mensuel - 517.63 EUR,2024-09-20 00:26:59
100115,TRANSFER,185.46,100113,Paiement colocation - 185.46 EUR,2024-09-20 01:30:34
100022,DEPOSIT,524.8,,Dépôt salaire - 524.8 EUR,2024-09-20 02:00:05
100164,WITHDRAW,735.77,,Abonnement mensuel - 735.77 EUR,2024-09-20 02:09:20
100012,DEPOSIT,892.91,,Dépôt salaire - 892.91 EUR,2024-09-20 11:23:37
100058,WITHDRAW,321.97,,Prélèvement - 321.97 EUR,2024-09-20 12:40:22
100114,WITHDRAW,290.65,,Prélèvement - 290.65 EUR,2024-09-20 18:13:09
100182,DEPOSIT,286.81,,Virement client - 286.81 EUR,2024-09-20 19:24:32
100136,TRANSFER,775.04,100164,Cotisation club - 775.04 EUR,2024-09-20 19:37:37
100088,DEPOSIT,422.71,,Remboursement - 422.71 EUR,2024-09-20 23:07:56
100171,WITHDRAW,959.51,,Paiement CB - 959.51 EUR,2024-09-21 01:17:45
100054,DEPOSIT,569.1,,Paiement freelance - 569.1 EUR,2024-09-21 02:18:33
100136,TRANSFER,762.17,100110,Remboursement ami - 762.17 EUR,2024-09-21 02:47:28
100012,TRANSFER,122.23,100171,Paiement event - 122.23 EUR,2024-09-21 03:26:10
100008,WITHDRAW,372.56,,Abonnement mensuel - 372.56 EUR,2024-09-21 03:47:09
100107,DEPOSIT,224.52,,Prime projet - 224.52 EUR,2024-09-21 09:01:02
100147,WITHDRAW,218.7,,Paiement CB - 218.7 EUR,2024-09-21 11:35:17
100063,TRANSFER,632.59,100106,Partage dépense - 632.59 EUR,2024-09-21 14:29:55
100138,TRANSFER,793.85,100050,Remboursement ami - 793.85 EUR,2024-09-21 15:10:50
100130,TRANSFER,498.32,100065,Partage dépense - 498.32 EUR,2024-09-21 16:16:57
100061,TRANSFER,778.13,100087,Paiement event - 778.13 EUR,2024-09-21 16:17:35
100103,TRANSFER,84.4,100092,Remboursement ami - 84.4 EUR,2024-09-21 20:34:13
100156,WITHDRAW,701.01,,Abonnement mensuel - 701.01 EUR,2024-09-22 00:51:06
100092,WITHDRAW,33.32,,Achat en ligne - 33.32 EUR,2024-09-22 02:28:41
100028,TRANSFER,522.8,100054,Remboursement ami - 522.8 EUR,2024-09-22 02:33:22
100021,DEPOSIT,227.23,,Paiement freelance - 227.23 EUR,2024-09-22 07:17:04
100139,DEPOSIT,193.45,,Prime projet - 193.45 EUR,2024-09-22 11:21:10
100004,WITHDRAW,710.31,,Abonnement mensuel - 710.31 EUR,2024-09-22 13:45:35
100167,TRANSFER,459.9,100174,Paiement colocation - 459.9 EUR,2024-09-22 13:48:52
100168,DEPOSIT,947.71,,Virement client - 947.71 EUR,2024-09-22 18:56:44
100167,TRANSFER,340.49,100011,Virement loyer - 340.49 EUR,2024-09-22 21:25:36
100179,DEPOSIT,77.63,,Virement client - 77.63 EUR,2024-09-22 22:20:19
100088,DEPOSIT,144.11,,Versement - 144.11 EUR,2024-09-23 01:19:30
100171,WITHDRAW,327.48,,Paiement CB - 327.48 EUR,2024-09-23 03:25:35
100102,TRANSFER,448.07,100164,Virement loyer - 448.07 EUR,2024-09-23 04:43:02
100074,DEPOSIT,954.2,,Remboursement - 954.2 EUR,2024-09-23 05:37:11
100023,DEPOSIT,600.64,,Remboursement - 600.64 EUR,2024-09-23 05:57:50
100124,WITHDRAW,149.77,,Paiement CB - 149.77 EUR,2024-09-23 06:19:55
100152,WITHDRAW,350.3,,Retrait DAB - 350.3 EUR,2024-09-23 07:00:44
100143,DEPOSIT,373.74,,Remboursement - 373.74 EUR,2024-09-23 07:35:25
100019,DEPOSIT,414.29,,Bonus performance - 414.29 EUR,2024-09-23 11:43:05
100158,TRANSFER,336.77,100037,Partage dépense - 336.77 EUR,2024-09-23 11:46:46
100191,WITHDRAW,198.9,,Prélèvement - 198.9 EUR,2024-09-23 15:59:22
100009,WITHDRAW,449.42,,Abonnement mensuel - 449.42 EUR,2024-09-23 17:24:32
100055,DEPOSIT,353.97,,Versement - 353.97 EUR,2024-09-23 18:04:43
100047,TRANSFER,654.65,100079,Cotisation club - 654.65 EUR,2024-09-23 22:01:27
100163,WITHDRAW,829.38,,Paiement CB - 829.38 EUR,2024-09-23 22:01:51
100193,WITHDRAW,561.11,,Retrait DAB - 561.11 EUR,2024-09-23 23:43:42
100067,TRANSFER,498.37,100158,Virement loyer - 498.37 EUR,2024-09-24 06:22:33
100004,DEPOSIT,291.71,,Virement client - 291.71 EUR,2024-09-24 08:09:16
100108,DEPOSIT,831.11,,Virement client - 831.11 EUR,2024-09-24 08:28:13
100049,WITHDRAW,394.57,,Retrait DAB - 394.57 EUR,2024-09-24 09:56:56
100077,WITHDRAW,196.01,,Paiement CB - 196.01 EUR,2024-09-24 10:17:13
100089,DEPOSIT,966.39,,Dépôt salaire - 966.39 EUR,2024-09-24 13:31:12
100142,WITHDRAW,760.01,,Achat en ligne - 760.01 EUR,2024-09-24 15:35:38
100022,WITHDRAW,298.54,,Prélèvement - 298.54 EUR,2024-09-24 20:18:18
100117,WITHDRAW,177.54,,Paiement CB - 177.54 EUR,2024-09-25 01:04:26
100101,DEPOSIT,681.9,,Versement - 681.9 EUR,2024-09-25 01:16:10
100117,TRANSFER,374.31,100009,Paiement colocation - 374.31 EUR,2024-09-25 06:53:03
100176,DEPOSIT,769.95,,Bonus performance - 769.95 EUR,2024-09-25 10:11:26
100022,TRANSFER,25.94,100123,Virement loyer - 25.94 EUR,2024-09-25 10:40:46
100178,DEPOSIT,413.24,,Dépôt salaire - 413.24 EUR,2024-09-25 14:21:18
100007,WITHDRAW,400.28,,Abonnement mensuel - 400.28 EUR,2024-09-25 14:42:31
100169,WITHDRAW,323.26,,Facture service - 323.26 EUR,2024-09-25 15:24:14
100179,TRANSFER,461.67,100166,Remboursement ami - 461.67 EUR,2024-09-25 15:32:27
100057,TRANSFER,869.48,100149,Virement loyer - 869.48 EUR,2024-09-25 17:59:26
100119,TRANSFER,760.68,100161,Paiement colocation - 760.68 EUR,2024-09-25 23:29:56
100001,DEPOSIT,247.63,,Bonus performance - 247.63 EUR,2024-09-25 23:43:05
100090,TRANSFER,450.86,100096,Partage dépense - 450.86 EUR,2024-09-26 09:30:24
100122,DEPOSIT,288.47,,Dépôt salaire - 288.47 EUR,2024-09-26 11:07:52
100091,TRANSFER,272.92,100116,Partage dépense - 272.92 EUR,2024-09-26 11:20:26
100128,TRANSFER,48.33,100050,Cotisation club - 48.33 EUR,2024-09-26 12:39:27
100157,DEPOSIT,201.73,,Prime projet - 201.73 EUR,2024-09-26 17:11:53
100200,TRANSFER,771.59,100002,Virement loyer - 771.59 EUR,2024-09-26 17:47:13
100192,WITHDRAW,157.57,,Abonnement mensuel - 157.57 EUR,2024-09-27 02:32:46
100003,TRANSFER,163.31,100035,Remboursement ami - 163.31 EUR,2024-09-27 06:09:58
100113,TRANSFER,823.06,100030,Partage dépense - 823.06 EUR,2024-09-27 06:12:45
100047,WITHDRAW,868.45,,Abonnement mensuel - 868.45 EUR,2024-09-27 08:01:31
100147,DEPOSIT,981.23,,Versement - 981.23 EUR,2024-09-27 10:38:28
100127,TRANSFER,679.34,100117,Paiement event - 679.34 EUR,2024-09-27 11:53:06
100091,WITHDRAW,723.92,,Retrait DAB - 723.92 EUR,2024-09-27 16:26:51
100114,TRANSFER,535.93,100038,Paiement event - 535.93 EUR,2024-09-27 21:22:38
100101,DEPOSIT,99.03,,Prime projet - 99.03 EUR,2024-09-28 01:19:25
100038,WITHDRAW,83.13,,Prélèvement - 83.13 EUR,2024-09-28 03:23:50
100126,TRANSFER,293.57,100163,Virement loyer - 293.57 EUR,2024-09-28 03:40:35
100060,TRANSFER,683.53,100028,Virement loyer - 683.53 EUR,2024-09-28 04:10:27
100156,TRANSFER,60.11,100089,Virement loyer - 60.11 EUR,2024-09-28 05:57:13
100131,DEPOSIT,224.24,,Dépôt salaire - 224.24 EUR,2024-09-28 10:48:50
100056,DEPOSIT,600.63,,Paiement freelance - 600.63 EUR,2024-09-28 15:13:53
100101,WITHDRAW,479.24,,Achat en ligne - 479.24 EUR,2024-09-28 16:04:04
100101,TRANSFER,754.62,100031,Virement loyer - 754.62 EUR,2024-09-28 16:45:11
100016,DEPOSIT,112.0,,Paiement freelance - 112.0 EUR,2024-09-28 19:22:59
100144,TRANSFER,518.57,100148,Paiement event - 518.57 EUR,2024-09-28 19:41:46
100157,WITHDRAW,109.31,,Achat en ligne - 109.31 EUR,2024-09-28 23:59:40
100151,TRANSFER,698.9,100105,Paiement colocation - 698.9 EUR,2024-09-29 00:48:53
100087,DEPOSIT,137.46,,Remboursement - 137.46 EUR,2024-09-29 03:53:35
100141,TRANSFER,773.5,100055,Partage dépense - 773.5 EUR,2024-09-29 04:52:48
100121,TRANSFER,120.18,100061,Remboursement ami - 120.18 EUR,2024-09-29 07:52:42
100042,DEPOSIT,762.57,,Prime projet - 762.57 EUR,2024-09-29 08:49:26
100036,DEPOSIT,791.39,,Remboursement - 791.39 EUR,2024-09-29 10:11:02
100125,TRANSFER,164.7,100151,Virement loyer - 164.7 EUR,2024-09-29 10:31:30
100198,DEPOSIT,711.06,,Dépôt salaire - 711.06 EUR,2024-09-29 10:51:17
100046,DEPOSIT,700.41,,Paiement freelance - 700.41 EUR,2024-09-29 13:00:24
100072,DEPOSIT,304.24,,Prime projet - 304.24 EUR,2024-09-29 14:52:15
100094,TRANSFER,944.6,100024,Paiement colocation - 944.6 EUR,2024-09-29 17:33:54
100043,WITHDRAW,518.05,,Paiement CB - 518.05 EUR,2024-09-29 18:22:43
100039,WITHDRAW,672.27,,Achat en ligne - 672.27 EUR,2024-09-29 20:29:23
100113,DEPOSIT,812.7,,Versement - 812.7 EUR,2024-09-29 22:45:59
100007,TRANSFER,310.97,100108,Remboursement ami - 310.97 EUR,2024-09-30 00:13:46
100198,DEPOSIT,318.85,,Dépôt salaire - 318.85 EUR,2024-09-30 02:53:33
100138,TRANSFER,74.77,100087,Remboursement ami - 74.77 EUR,2024-09-30 04:24:39
100048,TRANSFER,847.21,100032,Partage dépense - 847.21 EUR,2024-09-30 08:05:12
100134,TRANSFER,636.11,100146,Paiement colocation - 636.11 EUR,2024-09-30 11:00:29
100062,TRANSFER,549.17,100164,Paiement colocation - 549.17 EUR,2024-09-30 13:49:00
100029,TRANSFER,859.67,100151,Cotisation club - 859.67 EUR,2024-09-30 16:33:24
100059,WITHDRAW,866.07,,Retrait DAB - 866.07 EUR,2024-09-30 17:38:56
100135,WITHDRAW,139.94,,Facture service - 139.94 EUR,2024-09-30 19:38:02
100134,WITHDRAW,362.13,,Achat en ligne - 362.13 EUR,2024-09-30 20:20:10
100183,TRANSFER,194.99,100029,Paiement colocation - 194.99 EUR,2024-09-30 20:24:40
100163,WITHDRAW,544.99,,Prélèvement - 544.99 EUR,2024-09-30 20:57:10
100118,WITHDRAW,395.4,,Retrait DAB - 395.4 EUR,2024-09-30 21:56:23
100179,DEPOSIT,588.33,,Versement - 588.33 EUR,2024-10-01 01:43:10
100037,WITHDRAW,440.09,,Paiement CB - 440.09 EUR,2024-10-01 05:16:48
100081,WITHDRAW,728.71,,Retrait DAB - 728.71 EUR,2024-10-01 05:31:20
100062,DEPOSIT,868.99,,Dépôt salaire - 868.99 EUR,2024-10-01 08:54:26
100058,DEPOSIT,594.35,,Versement - 594.35 EUR,2024-10-01 10:41:01
100012,DEPOSIT,960.87,,Dépôt salaire - 960.87 EUR,2024-10-01 18:54:54
100071,WITHDRAW,651.6,,Prélèvement - 651.6 EUR,2024-10-01 20:58:57
100103,DEPOSIT,334.83,,Dépôt salaire - 334.83 EUR,2024-10-01 23:07:43
100081,WITHDRAW,375.17,,Paiement CB - 375.17 EUR,2024-10-01 23:44:17
100111,TRANSFER,436.33,100131,Virement loyer - 436.33 EUR,2024-10-02 00:47:05
100111,DEPOSIT,410.84,,Paiement freelance - 410.84 EUR,2024-10-02 01:00:19
100134,WITHDRAW,841.41,,Achat en ligne - 841.41 EUR,2024-10-02 01:27:02
100028,DEPOSIT,292.98,,Virement client - 292.98 EUR,2024-10-02 04:33:39
100030,WITHDRAW,617.89,,Achat en ligne - 617.89 EUR,2024-10-02 05:05:23
100108,DEPOSIT,583.6,,Dépôt salaire - 583.6 EUR,2024-10-02 05:52:56
100019,DEPOSIT,444.02,,Prime projet - 444.02 EUR,2024-10-02 05:53:52
100175,TRANSFER,30.67,100079,Virement loyer - 30.67 EUR,2024-10-02 07:20:11
100122,WITHDRAW,830.94,,Facture service - 830.94 EUR,2024-10-02 08:32:44
100007,DEPOSIT,978.37,,Dépôt salaire - 978.37 EUR,2024-10-02 10:39:12
100116,WITHDRAW,577.62,,Retrait DAB - 577.62 EUR,2024-10-02 12:27:07
100197,DEPOSIT,312.03,,Bonus performance - 312.03 EUR,2024-10-02 14:31:41
100148,TRANSFER,30.4,100007,Cotisation club - 30.4 EUR,2024-10-02 15:50:39
100074,WITHDRAW,198.81,,Retrait DAB - 198.81 EUR,2024-10-02 15:58:29
100003,WITHDRAW,397.7,,Prélèvement - 397.7 EUR,2024-10-02 15:58:36
100015,TRANSFER,129.63,100058,Paiement colocation - 129.63 EUR,2024-10-02 17:57:00
100073,TRANSFER,740.17,100059,Paiement colocation - 740.17 EUR,2024-10-02 19:21:54
100122,DEPOSIT,547.55,,Paiement freelance - 547.55 EUR,2024-10-03 05:25:21
100178,WITHDRAW,169.16,,Retrait DAB - 169.16 EUR,2024-10-03 09:14:45
100126,TRANSFER,212.56,100066,Paiement event - 212.56 EUR,2024-10-03 09:49:03
100111,DEPOSIT,485.43,,Bonus performance - 485.43 EUR,2024-10-03 10:13:57
100182,TRANSFER,75.33,100024,Paiement colocation - 75.33 EUR,2024-10-03 10:20:36
100045,WITHDRAW,785.9,,Abonnement mensuel - 785.9 EUR,2024-10-03 19:09:59
100189,TRANSFER,993.11,100102,Paiement event - 993.11 EUR,2024-10-03 20:00:41
100030,WITHDRAW,281.0,,Achat en ligne - 281.0 EUR,2024-10-03 20:40:06
100147,TRANSFER,39.1,100027,Remboursement ami - 39.1 EUR,2024-10-04 01:54:56
100101,TRANSFER,86.99,100021,Cotisation club - 86.99 EUR,2024-10-04 04:35:00
100125,WITHDRAW,969.29,,Achat en ligne - 969.29 EUR,2024-10-04 06:00:42
100044,TRANSFER,975.92,100145,Partage dépense - 975.92 EUR,2024-10-04 10:27:51
100082,DEPOSIT,749.05,,Paiement freelance - 749.05 EUR,2024-10-05 00:45:35
100043,TRANSFER,917.01,100184,Partage dépense - 917.01 EUR,2024-10-05 02:18:16
100079,DEPOSIT,33.55,,Remboursement - 33.55 EUR,2024-10-05 02:18:18
100132,TRANSFER,36.03,100029,Cotisation club - 36.03 EUR,2024-10-05 03:16:09
100173,WITHDRAW,377.71,,Achat en ligne - 377.71 EUR,2024-10-05 04:42:43
100004,DEPOSIT,838.77,,Remboursement - 838.77 EUR,2024-10-05 06:25:27
100107,DEPOSIT,197.78,,Remboursement - 197.78 EUR,2024-10-05 10:50:12
100122,DEPOSIT,88.69,,Remboursement - 88.69 EUR,2024-10-05 12:46:08
100048,TRANSFER,697.96,100190,Remboursement ami - 697.96 EUR,2024-10-05 13:12:48
100070,WITHDRAW,495.84,,Paiement CB - 495.84 EUR,2024-10-05 15:03:09
100011,WITHDRAW,486.76,,Prélèvement - 486.76 EUR,2024-10-05 16:16:25
100069,WITHDRAW,579.26,,Achat en ligne - 579.26 EUR,2024-10-05 16:17:15
100192,WITHDRAW,41.97,,Prélèvement - 41.97 EUR,2024-10-05 18:35:58
100189,DEPOSIT,68.87,,Remboursement - 68.87 EUR,2024-10-05 20:10:50
100167,TRANSFER,597.9,100138,Virement loyer - 597.9 EUR,2024-10-05 20:18:11
100079,TRANSFER,792.29,100192,Cotisation club - 792.29 EUR,2024-10-06 02:14:07
100034,TRANSFER,295.87,100103,Paiement colocation - 295.87 EUR,2024-10-06 08:16:09
100058,DEPOSIT,602.9,,Virement client - 602.9 EUR,2024-10-06 10:11:19
100058,DEPOSIT,407.67,,Prime projet - 407.67 EUR,2024-10-06 10:51:25
100188,WITHDRAW,458.34,,Achat en ligne - 458.34 EUR,2024-10-06 11:46:34
100064,WITHDRAW,525.84,,Retrait DAB - 525.84 EUR,2024-10-06 13:01:36
100005,TRANSFER,225.07,100141,Remboursement ami - 225.07 EUR,2024-10-06 15:23:33
100067,WITHDRAW,942.27,,Abonnement mensuel - 942.27 EUR,2024-10-06 19:39:39
100161,DEPOSIT,443.37,,Paiement freelance - 443.37 EUR,2024-10-06 20:05:17
100062,WITHDRAW,376.19,,Achat en ligne - 376.19 EUR,2024-10-06 23:11:38
100033,DEPOSIT,530.83,,Bonus performance - 530.83 EUR,2024-10-07 03:21:16
100099,WITHDRAW,619.68,,Facture service - 619.68 EUR,2024-10-07 10:41:15
100045,DEPOSIT,181.81,,Virement client - 181.81 EUR,2024-10-07 13:34:11
100051,DEPOSIT,667.8,,Virement client - 667.8 EUR,2024-10-07 13:53:46
100052,TRANSFER,83.38,100038,Paiement event - 83.38 EUR,2024-10-07 18:20:01
100023,DEPOSIT,823.67,,Versement - 823.67 EUR,2024-10-07 22:03:29
100191,TRANSFER,385.45,100194,Partage dépense - 385.45 EUR,2024-10-07 23:51:31
100168,TRANSFER,75.77,100131,Paiement colocation - 75.77 EUR,2024-10-08 01:38:38
100196,DEPOSIT,463.17,,Remboursement - 463.17 EUR,2024-10-08 01:50:38
100090,WITHDRAW,827.74,,Abonnement mensuel - 827.74 EUR,2024-10-08 02:30:30
100179,WITHDRAW,733.68,,Abonnement mensuel - 733.68 EUR,2024-10-08 04:47:32
100104,DEPOSIT,997.56,,Paiement freelance - 997.56 EUR,2024-10-08 06:50:35
100103,DEPOSIT,578.33,,Remboursement - 578.33 EUR,2024-10-08 11:36:20
100042,TRANSFER,630.31,100040,Partage dépense - 630.31 EUR,2024-10-08 12:05:15
100093,TRANSFER,589.29,100128,Paiement event - 589.29 EUR,2024-10-08 12:20:33
100022,WITHDRAW,792.47,,Abonnement mensuel - 792.47 EUR,2024-10-08 14:48:43
100159,WITHDRAW,86.92,,Abonnement mensuel - 86.92 EUR,2024-10-08 19:20:43
100138,TRANSFER,95.78,100100,Partage dépense - 95.78 EUR,2024-10-08 19:43:50
100197,WITHDRAW,245.54,,Achat en ligne - 245.54 EUR,2024-10-08 23:09:22
100185,TRANSFER,541.95,100021,Cotisation club - 541.95 EUR,2024-10-09 01:22:04
100062,WITHDRAW,417.0,,Retrait DAB - 417.0 EUR,2024-10-09 03:18:03
100030,DEPOSIT,887.61,,Virement client - 887.61 EUR,2024-10-09 06:30:11
100122,DEPOSIT,173.45,,Remboursement - 173.45 EUR,2024-10-09 12:40:46
100144,WITHDRAW,690.22,,Abonnement mensuel - 690.22 EUR,2024-10-09 15:28:14
100144,WITHDRAW,26.46,,Achat en ligne - 26.46 EUR,2024-10-09 16:16:41
100088,DEPOSIT,562.76,,Bonus performance - 562.76 EUR,2024-10-09 18:54:17
100183,WITHDRAW,957.51,,Abonnement mensuel - 957.51 EUR,2024-10-09 18:55:49
100013,TRANSFER,376.71,100050,Paiement event - 376.71 EUR,2024-10-09 21:45:18
100030,WITHDRAW,71.3,,Prélèvement - 71.3 EUR,2024-10-10 02:48:28
100049,WITHDRAW,182.5,,Paiement CB - 182.5 EUR,2024-10-10 04:47:50
100059,DEPOSIT,265.99,,Prime projet - 265.99 EUR,2024-10-10 22:07:11
100016,WITHDRAW,577.25,,Paiement CB - 577.25 EUR,2024-10-10 23:32:45
100145,TRANSFER,92.68,100079,Partage dépense - 92.68 EUR,2024-10-11 00:51:19
100073,WITHDRAW,930.52,,Retrait DAB - 930.52 EUR,2024-10-11 03:59:20
100143,WITHDRAW,432.84,,Achat en ligne - 432.84 EUR,2024-10-11 04:19:25
100187,WITHDRAW,448.33,,Paiement CB - 448.33 EUR,2024-10-11 09:57:18
100099,TRANSFER,166.37,100076,Cotisation club - 166.37 EUR,2024-10-11 13:45:27
100153,DEPOSIT,921.92,,Bonus performance - 921.92 EUR,2024-10-11 14:22:21
100031,DEPOSIT,870.25,,Dépôt salaire - 870.25 EUR,2024-10-11 16:33:13
100005,TRANSFER,63.35,100165,Paiement event - 63.35 EUR,2024-10-11 21:07:53
100076,WITHDRAW,801.8,,Achat en ligne - 801.8 EUR,2024-10-11 22:46:00
100114,TRANSFER,306.17,100101,Partage dépense - 306.17 EUR,2024-10-12 03:28:52
100194,TRANSFER,634.38,100044,Cotisation club - 634.38 EUR,2024-10-12 03:52:26
100021,WITHDRAW,516.75,,Prélèvement - 516.75 EUR,2024-10-12 04:43:11
100051,DEPOSIT,548.57,,Dépôt salaire - 548.57 EUR,2024-10-12 15:23:10
100156,DEPOSIT,941.57,,Bonus performance - 941.57 EUR,2024-10-12 16:41:57
100123,WITHDRAW,230.84,,Abonnement mensuel - 230.84 EUR,2024-10-13 02:38:37
100175,TRANSFER,531.36,100107,Paiement event - 531.36 EUR,2024-10-13 06:01:16
100004,TRANSFER,339.26,100145,Cotisation club - 339.26 EUR,2024-10-13 08:23:11
100102,DEPOSIT,756.85,,Versement - 756.85 EUR,2024-10-13 09:11:36
100106,WITHDRAW,592.66,,Paiement CB - 592.66 EUR,2024-10-13 13:38:32
100060,DEPOSIT,895.58,,Remboursement - 895.58 EUR,2024-10-13 14:00:07
100018,WITHDRAW,146.7,,Paiement CB - 146.7 EUR,2024-10-13 18:09:46
100143,TRANSFER,110.16,100054,Virement loyer - 110.16 EUR,2024-10-14 00:43:22
100112,WITHDRAW,889.84,,Paiement CB - 889.84 EUR,2024-10-14 03:06:55
100089,WITHDRAW,101.93,,Abonnement mensuel - 101.93 EUR,2024-10-14 04:42:57
